,wav,sigma_wav,separation,intensity,sigma_intensity,label,number_of_lines,clean,subline_wav,subline_I,err_important,transmission
53,1528.0586009448925,0.0007345435458941291,0.2306648636827049,0.0006284569325205338,0.0002655283128656949,CO2|CH4|CH4|CH4|CH4|H20|CH4|CO2|CH4|H20|H20|CO2|CO2|CO2|H20,15,False,"[1528.15432772 1528.1255091  1528.11381    1528.09723075 1528.0802082
 1528.0799406  1528.06348957 1528.05775816 1528.05043716 1528.0279518
 1528.0261306  1527.97911186 1527.97158313 1527.93439557 1527.89009673]","[0.0474 0.0122 0.0743 0.0166 0.0699 0.0612 0.045  0.1721 0.0583 0.1209
 0.0096 0.0246 0.0205 0.048  0.2193]",0.06080460935607853,0.9508061548302863
54,1528.4041355149698,0.0007696852845954851,0.3455345700772341,0.0008886864932898032,0.0003478898646202041,(2-0)pP1f(9.5)|(2-0)pP1e(9.5)|H20|CH4|CH4,5,False,[1528.52256392 1528.26955031 1528.47967777 1528.43393022 1528.37520266],[0.0565 0.0577 0.1935 0.1964 0.4959],0.058302630302977256,0.9517888189722018
55,1528.7787892444035,0.0007000150217663758,0.3746537294337031,0.05707264261806414,0.022807184738735487,(3-1)pP2f(2.5)|(3-1)pP2e(2.5),2,True,[1528.78344124 1528.77478465],[0.5014 0.4986],0.0026751069097652614,0.9378982986712868
56,1529.3703019378086,0.0007000150217663758,0.5915126934050932,0.015970606802584542,0.005972889930833189,CH4|CH4,2,True,[1529.37364732 1529.36384704],[0.6296 0.3704],0.018475470247141267,0.9518674857119322
57,1530.5778278503835,0.0007325532120449069,1.2075259125749653,0.0012292304673229997,0.0005590205094015255,CH4|H20|H20|H20|H20|CO2|CH4|H20|H20|CO2|H20|CH4|CO2|CH4|CO2|CH4|CO2|CO2,18,False,"[1530.70130672 1530.67171813 1530.64291484 1530.64202034 1530.62539133
 1530.6189526  1530.6066535  1530.59589821 1530.58949675 1530.56199647
 1530.56000688 1530.54803997 1530.53175455 1530.52599663 1530.51412863
 1530.51301924 1530.51252264 1530.48280525]","[0.0576 0.0536 0.0195 0.0231 0.0349 0.0327 0.168  0.0096 0.0118 0.2096
 0.0758 0.071  0.0273 0.0465 0.0217 0.0217 0.0159 0.0995]",0.10214606131961801,0.9505051773134352
58,1531.8308547393722,0.000732553212014938,0.4605504002965972,0.004968161422213812,0.001935103661466974,CO2|CH4|H20|CH4|CH4|CH4|CO2|CO2|H20|H20,10,False,"[1531.94393249 1531.91477106 1531.90443834 1531.89235981 1531.86560796
 1531.8256462  1531.77503924 1531.76776869 1531.75211918 1531.73444099]",[0.0388 0.0449 0.0569 0.0682 0.0127 0.6852 0.0127 0.0213 0.0357 0.0236],0.05997045955376607,0.9510096527882229
59,1532.2914051396688,0.0007720608143933009,0.4605504002965972,0.0012908448057978126,0.000541478422169182,CH4|CO2|H20|CO2|CO2|CH4|CH4|CO2|CO2|CH4|CH4|CO2,12,False,"[1532.47641645 1532.30820949 1532.30492586 1532.29981062 1532.29942954
 1532.29497058 1532.28452237 1532.25824142 1532.22115106 1532.16267627
 1532.14840347 1532.12307741]","[0.2038 0.2197 0.0122 0.1014 0.0119 0.0675 0.0435 0.064  0.0102 0.0573
 0.1025 0.106 ]",0.06836664096857938,0.9503822792009002
60,1532.7563323580282,0.0007272667142801233,0.46492721835943485,0.010414137711191897,0.005206524391039272,H20|CO2|CO2|CO2|CH4|CH4|CO2|CO2|CH4|CH4,10,False,"[1532.78850756 1532.78801864 1532.78079674 1532.7604574  1532.74827821
 1532.74294527 1532.73352886 1532.72765453 1532.72288251 1532.69018179]",[0.0595 0.0934 0.1506 0.0989 0.1052 0.1763 0.1078 0.0752 0.1126 0.0205],0.034623604050615,0.9494846471990278
61,1533.2411664690892,0.0007696973541591873,0.29681240384843477,0.1730967994874363,0.057129899127094534,(3-1)pP1f(3.5)|(3-1)pP1e(3.5)|H20|CO2|CH4|CO2|CH4,7,False,"[1533.27068797 1533.20974131 1533.27179839 1533.2674365  1533.22902878
 1533.21094953 1533.20530967]",[0.4678 0.4665 0.0175 0.011  0.0137 0.0116 0.0118],0.016270217971991324,0.950073633335523
62,1533.5379788729376,0.0009223227988652274,0.238917626988723,0.04002192527139781,0.01657971340096953,CO2|CH4|H20|CH4|CH4|CH4,6,False,"[1533.58473829 1533.57714245 1533.53602741 1533.5262264  1533.50952949
 1533.5016515 ]",[0.1461 0.1466 0.2419 0.1926 0.1072 0.1657],0.028425790511138603,0.9502495807269736
63,1533.7768964999264,0.0007000150217663758,0.238917626988723,0.0671537450614999,0.026680756077239208,CO2|CO2|CH4|CO2|CH4|CH4,6,False,"[1533.79997017 1533.79548248 1533.78872134 1533.77494965 1533.768937
 1533.75908031]",[0.1093 0.1337 0.1865 0.1621 0.1558 0.2527],0.009020753417235567,0.8988814957057543
64,1534.2661776891769,0.0007328453374323082,0.4892811892505051,0.11129391724852783,0.04198245671831221,CH4|CH4|H20|CO2|CO2|H20|CH4|CO2|CH4,9,False,"[1534.38128813 1534.3719886  1534.30924844 1534.30768861 1534.2973078
 1534.20811758 1534.2020507  1534.20187887 1534.18286766]",[0.0667 0.0924 0.1072 0.1079 0.1871 0.1755 0.0988 0.065  0.0995],0.00677005662627543,0.9517268905983804
65,1534.8835430925337,0.0010745943595755942,0.617365403356871,0.0036279281721096745,0.0012738177836391828,(3-1)qR12f(0.5)|(3-1)qR12e(0.5)|H20|CH4,4,False,[1534.90012705 1534.87477312 1534.91353458 1534.85107286],[0.4853 0.4906 0.0123 0.0118],0.013900865990110017,0.9506287407101368
66,1536.6895417616622,0.0007212329047098354,1.8059986691284848,0.020630236650183112,0.00775151647105337,CO2|CH4,2,False,[1536.69342444 1536.62850614],[0.9752 0.0248],0.021830718407094562,0.9512116732185688
67,1538.9745080366536,0.0007000150217663758,0.5591986379010905,0.018614083681972343,0.006970691842488556,CO2,1,True,[1538.97396707],[1.],0.005266754152998191,0.952122551462482
68,1539.5337066745547,0.0007760247808867595,0.5591986379010905,0.04515726364335394,0.01834086015707913,(3-1)pP2e(3.5)|(3-1)pP2f(3.5),2,True,[1539.54132439 1539.52622269],[0.5003 0.4997],0.017510229087114658,0.9510171141931018
69,1540.1032822592754,0.000708289718366194,0.5695755847207238,0.0010395871891825852,0.000845250878887925,H20|CH4|CO2|CH4|CO2|CO2|CH4|CO2|CO2,9,False,"[1540.18719002 1540.1555437  1540.12275989 1540.10404758 1540.09694442
 1540.08053486 1540.0782178  1540.02680062 1540.00227828]",[0.0598 0.019  0.0175 0.7292 0.0232 0.0183 0.0109 0.0378 0.0843],0.06954648667891125,0.9494264584306197
70,1541.1375544539574,0.0007000150217663758,1.0342721946819893,0.03837311967188971,0.014412075044253563,CH4|CO2|CO2,3,False,[1541.14091864 1541.13555328 1541.10659614],[0.6156 0.3725 0.0118],0.010046782723550597,0.9511543159604127
71,1542.2675187883272,0.0008544643742790926,0.234031315234688,0.002374169174576075,0.0010259290263227266,CO2|CO2|H20|CH4|CH4|CH4|CH4|CO2|H20|CO2|CO2|CO2|CH4|CO2,14,False,"[1542.35409043 1542.34765184 1542.33771551 1542.32403987 1542.31854495
 1542.26452551 1542.24371322 1542.24066682 1542.24055812 1542.21230865
 1542.18220321 1542.13201384 1542.11725791 1542.11659227]","[0.1242 0.1314 0.0165 0.0574 0.0142 0.0285 0.0729 0.1115 0.1891 0.0205
 0.0206 0.049  0.0824 0.0818]",0.05578599448032909,0.9517199343330011
72,1542.5015501035618,0.0007377373612943248,0.234031315234688,0.003233735692737326,0.001318289730745316,CH4|CO2|H20|CO2|CO2|H20|CH4|CO2|CH4|H20|CO2|CO2,12,False,"[1542.62622582 1542.54862261 1542.53281461 1542.53017847 1542.52794565
 1542.48842995 1542.4715849  1542.46765396 1542.46080711 1542.46012
 1542.35409043 1542.34765184]","[0.0456 0.089  0.1702 0.0791 0.0109 0.2078 0.0107 0.0957 0.0092 0.0658
 0.1049 0.111 ]",0.050105015847779544,0.9328890926314626
73,1543.2166473455466,0.0007099330841932913,0.7150972419847221,0.08575218691900593,0.033337437668874655,(3-1)pP1f(4.5)|(3-1)pP1e(4.5),2,True,[1543.26168966 1543.16992791],[0.4987 0.5013],0.004653057349737917,0.9517334222285396
74,1544.3708320272522,0.0008676836462634533,0.3137571640208989,0.0006045030804676246,0.0004203484099744397,H20|CO2|CO2|H20|CO2|CH4|CH4|CH4,8,False,"[1544.46116609 1544.41431259 1544.38050338 1544.37593161 1544.36887677
 1544.32770288 1544.31236782 1544.292478  ]",[0.0669 0.0137 0.4553 0.0143 0.1492 0.014  0.2506 0.0359],0.017949202075263692,0.9495931792294244
75,1544.684589191273,0.0007012370152171375,0.3137571640208989,0.0040029844444877715,0.0033103100799763384,H20|CH4|H20,3,False,[1544.73283627 1544.68423951 1544.66303904],[0.0134 0.9104 0.0762],0.030282320112197197,0.9519488294767395
76,1545.1094112386613,0.0007137667732582325,0.4248220473882611,0.0028714927635164027,0.001089152836448342,CO2|CO2|CH4|CH4|CO2|H20,6,False,"[1545.14128073 1545.13674934 1545.13270836 1545.06364295 1545.06145482
 1545.00454214]",[0.0534 0.3597 0.1554 0.2165 0.0492 0.1659],0.01228586553938863,0.9511075595621289
77,1545.6946522457563,0.0007000150217663758,0.5852410070949645,0.09246402661632852,0.03568212720804903,CH4|CO2|H20|CH4,4,False,[1545.70745832 1545.69695375 1545.69338719 1545.68612296],[0.2312 0.1694 0.2107 0.3888],0.020358358035660787,0.9507079509300965
78,1548.023659983083,0.0007110627853996672,0.3450496458797261,0.004076778057706957,0.0016907361163481273,H20|CO2|H20|CH4|CO2|CH4|CO2|H20|CO2|CH4|CO2,11,False,"[1548.12318712 1548.10558678 1548.0900292  1548.06276664 1548.01375596
 1548.01109986 1548.00902008 1548.00440548 1547.99754173 1547.99487682
 1547.87790127]","[0.0779 0.0541 0.0863 0.1405 0.0867 0.0659 0.0527 0.0847 0.1162 0.1068
 0.1282]",0.047725024271196625,0.9530922542836406
79,1548.3687096289627,0.0007000150217663758,0.3450496458797261,0.06032631615671708,0.023966635031140614,CO2|CO2|CO2|H20,4,False,[1548.38871853 1548.37787108 1548.35751583 1548.35624377],[0.2685 0.1775 0.2797 0.2743],0.006572830401501443,0.9532223059624476
80,1548.8474427470321,0.0008898250331733896,0.47873311806938545,0.0040917220897911085,0.0011878772777622808,(3-1)pQ12f(1.5)|(3-1)pQ12e(1.5)|CO2|CO2|CH4|CH4|CH4|CO2|CO2,9,False,"[1548.88600956 1548.81562225 1548.88045049 1548.87929176 1548.87272733
 1548.86687378 1548.86133213 1548.83621195 1548.81169133]",[0.4422 0.45   0.0112 0.0119 0.0111 0.0185 0.01   0.0338 0.0113],0.05422239617518379,0.9529468570519408
81,1549.6739462590206,0.0007094974601471965,0.4119515125757971,0.0005064349957476625,0.00021295164998073098,H20|H20|CH4|CH4|CO2|H20|CO2|CO2|CO2|CO2|CH4,11,False,"[1549.76796002 1549.74215716 1549.71173037 1549.69799331 1549.68353675
 1549.67323358 1549.66637016 1549.66591652 1549.64428491 1549.63319029
 1549.62131517]","[0.073  0.0157 0.0116 0.0292 0.3314 0.2709 0.0142 0.0261 0.1514 0.033
 0.0435]",0.05434363582333683,0.9523484323145316
82,1550.0858977715964,0.0007808785214550017,0.4119515125757971,0.011858183035691423,0.005647270281907433,(4-2)rR1e(4.5)|(4-2)rR1f(4.5),2,True,[1550.11558433 1550.05739085],[0.5018 0.4982],0.018171012026776935,0.953249016682206
83,1551.779666446149,0.0007561662002522523,0.9445944081974176,0.006873893255697413,0.003504007864199018,(4-2)rR2f(3.5)|(4-2)rR2e(3.5)|(4-2)qP21e(1.5)|(4-2)qP21f(1.5),4,False,[1551.80419854 1551.77106332 1551.71675924 1551.69729607],[0.4212 0.4209 0.0795 0.0784],0.00544628987282635,0.9527044281538066
84,1552.7242608543463,0.0007431173947818346,0.31004889478913356,0.0004456460909178366,0.00017779774398990353,H20|CH4|CO2|CO2|CH4|CH4,6,False,"[1552.74406054 1552.73834646 1552.73240145 1552.70823901 1552.6934309
 1552.59235025]",[0.5972 0.0506 0.0674 0.0095 0.1052 0.1701],0.025104759031089656,0.9534939308120914
85,1553.0343097491354,0.0007000150217663758,0.31004889478913356,0.001902884974930034,0.0007243769233489148,H20|CH4,2,False,[1553.04950593 1553.01242868],[0.5973 0.4027],0.015440184515609674,0.9534940094430636
86,1553.5033198137312,0.0007000150217663758,0.46901006459575,0.04797846065517189,0.020960768222893427,CH4|CO2|CH4|CH4|CO2|CH4,6,False,"[1553.55907334 1553.51466319 1553.51459296 1553.50175374 1553.47716143
 1553.47472449]",[0.1442 0.1237 0.1494 0.2678 0.1491 0.1659],0.0031323016944804624,0.9534375754740482
87,1554.0393175227227,0.0007789378876637031,0.5359977089915446,0.03371722306914663,0.014153432477360233,(3-1)pP1f(5.5)|(3-1)pP1e(5.5),2,True,[1554.09515607 1553.97076657],[0.4987 0.5013],0.009530502033699312,0.9535062591420526
88,1554.6130746626943,0.0007976000430240307,0.4037362500760082,0.031915283141678574,0.014221613603935167,(4-2)rR1e(3.5)|(4-2)rR1f(3.5),2,True,[1554.63891757 1554.58904941],[0.5006 0.4994],0.005273263850094865,0.9523641045858722
89,1555.0168109127703,0.0007012370152171375,0.4037362500760082,0.0002888916150357284,0.0001341205291089443,H20|CO2|CH4,3,False,[1555.16490919 1555.02290851 1555.01341222],[0.1351 0.0603 0.8046],0.009658489690225156,0.9531592305311929
90,1555.491653861153,0.0007416197298537411,0.47484294838272945,0.0006450066928761586,0.0002581723475437073,CH4|CO2|CO2|CH4|CH4|H20|CH4|CO2|H20,9,False,"[1555.64696191 1555.62337828 1555.60863406 1555.57772772 1555.55188445
 1555.52149406 1555.46477863 1555.44817785 1555.44374525]",[0.1473 0.067  0.0311 0.0727 0.0264 0.1428 0.2491 0.2498 0.0137],0.015204643441610073,0.95366970923036
91,1556.2435872384413,0.0007094974601578054,0.7519333772881964,0.03169470888006796,0.014564856438051634,CH4|CH4|H20|CH4|CO2|CO2|CO2|CO2,8,False,"[1556.2905224  1556.28349852 1556.28221485 1556.26809463 1556.24259025
 1556.21397928 1556.20735956 1556.19956703]",[0.1152 0.1014 0.1357 0.1372 0.0551 0.0911 0.1366 0.2277],0.011559012215771783,0.953430112573944
92,1557.0094377247256,0.0014111487047677419,0.3623401031254616,0.019061096905338262,0.007774389265269286,(4-2)rR2f(2.5)|(4-2)rR2e(2.5)|CH4,3,False,[1557.02509419 1557.00729144 1556.9782981 ],[0.4771 0.4776 0.0453],0.00530413049982821,0.9536952531455923
93,1557.371777827851,0.0007062301335252985,0.3623401031254616,0.001209010307608743,0.0005903196497975088,CO2|CO2|CO2|CH4|CO2|H20|H20|CH4|H20|CO2|CO2|CO2|CO2,13,False,"[1557.51756434 1557.51454051 1557.48372165 1557.47308527 1557.46149986
 1557.40250261 1557.37771025 1557.36556042 1557.35955591 1557.34897046
 1557.34555826 1557.27205934 1557.2473383 ]","[0.1023 0.0597 0.0862 0.0258 0.0172 0.1441 0.0084 0.0323 0.254  0.0286
 0.0773 0.1283 0.0358]",0.030379641866599555,0.9532374494159671
94,1558.7890159993074,0.0007048902850421626,0.2875897921437627,0.02029891182625702,0.009840420764010285,CO2|H20|CO2|CO2|CO2|H20|H20|CH4|CO2|CH4|H20,11,False,"[1558.8358742  1558.82970574 1558.8117355  1558.81075455 1558.8050244
 1558.77714915 1558.77071438 1558.7621614  1558.75711947 1558.63446476
 1558.62947418]","[0.0197 0.1597 0.0925 0.0891 0.0346 0.0521 0.2311 0.0626 0.0474 0.101
 0.1101]",0.005032041462977545,0.9515261632044427
95,1559.0766057914511,0.0007705190962570725,0.2875897921437627,0.001000302994582407,0.00039629369222461593,H20,1,True,[1559.08242093],[1.],0.0319121634786909,0.9534947710113479
96,1559.7650511684055,0.0007545550737943097,0.6884453769544052,0.06667141023255056,0.027189578307250988,(4-2)rR1e(2.5)|(4-2)rR1f(2.5),2,True,[1559.78195319 1559.74374502],[0.5004 0.4996],0.01013402679711276,0.9531707944434241
97,1561.2388168460036,0.0011485710067434933,0.6279341646359171,0.012201807677477418,0.006311412245908304,(3-1)pQ12e(3.5)|CO2|CH4|CO2|CH4|CO2|CO2|CH4,8,False,"[1561.2622315  1561.26687069 1561.26352808 1561.25251338 1561.21904417
 1561.20928827 1561.19337165 1561.19028332]",[0.108  0.1764 0.2445 0.0675 0.0295 0.0597 0.1621 0.1524],0.03117785045447904,0.953446750848197
98,1561.8667510106395,0.0008858501390728593,0.5241345233851007,0.001468034373642153,0.0006349099288524756,CH4|H20|CO2,3,False,[1561.89505852 1561.86285879 1561.78237418],[0.4489 0.4828 0.0683],0.027010810087627714,0.9538572313995058
99,1562.3908855340246,0.000722542448833681,0.5241345233851007,0.0013321125454588047,0.0005634105110114402,CO2|CO2|CH4|CO2|CH4|CO2,6,False,"[1562.52823171 1562.47172097 1562.43874752 1562.42263274 1562.39036414
 1562.35569717]",[0.0692 0.0314 0.0485 0.045  0.4799 0.326 ],0.03908389120400119,0.9531387526480936
100,1563.1509979661398,0.0007872255902459116,0.7601124321151929,0.038589939653754235,0.016466650292393022,(3-1)pP2e(5.5)|(4-2)rR2e(1.5)|(4-2)rR2f(1.5)|(3-1)pP2f(5.5)|H20,5,False,[1563.16816089 1563.15625072 1563.15611288 1563.09746404 1563.16358908],[0.1203 0.3737 0.3732 0.1202 0.0126],0.018773239840963594,0.9538295284744671
101,1564.6685594111473,0.0007000150217663758,0.8293841772531323,0.001532358335461506,0.0006612154155909455,CO2|CH4|CH4,3,False,[1564.67362039 1564.6646157  1564.65898492],[0.4826 0.3042 0.2132],0.024525446331685172,0.9537780222187581
102,1565.4979435884004,0.0007200696183947593,0.8293841772531323,0.0868147362988323,0.03446746032628177,(3-1)pP1e(6.5)|(4-2)rR1e(1.5)|(4-2)rR1f(1.5),3,False,[1565.61730272 1565.50690771 1565.48292308],[0.094  0.4533 0.4528],0.0026584558251555707,0.953850307898453
103,1566.337510742794,0.0007273729842200879,0.6358481275669874,0.0029430196297701044,0.0017110737432974644,CH4|CO2|CO2|CO2|CO2|CH4|CH4|CH4|CH4|CO2|H20|CH4|CO2,13,False,"[1566.4999352  1566.45346273 1566.40632465 1566.36887925 1566.36873522
 1566.35435754 1566.34623661 1566.31993617 1566.30654094 1566.29515592
 1566.29264622 1566.27006098 1566.25664723]","[0.1715 0.1272 0.0161 0.1017 0.0975 0.044  0.0464 0.016  0.1103 0.0217
 0.1266 0.0591 0.0619]",0.02668422863574322,0.9534652219182963
104,1566.973358870361,0.0007712980491152566,0.5810124680790523,0.00015435098270118083,6.603613841008698e-05,CO2|CO2|CH4|CO2|CO2|CH4|CO2|CO2|CO2,9,False,"[1567.08150652 1567.03442861 1566.99079976 1566.96635407 1566.95983874
 1566.93729711 1566.91077401 1566.89300513 1566.88333949]",[0.0411 0.0233 0.5081 0.0266 0.0577 0.1069 0.0675 0.0988 0.0701],0.020374098628809276,0.952345363326882
105,1567.55437133844,0.0007404643832906434,0.37159073267184795,0.0008323184688837636,0.00036750039744913436,CH4|CO2|H20|H20|CO2|CO2|H20,7,False,"[1567.60655182 1567.58670423 1567.54555686 1567.53344763 1567.52229613
 1567.50292709 1567.46977165]",[0.2504 0.2683 0.0206 0.0086 0.0222 0.2191 0.2108],0.02314095346627455,0.9501220459079778
106,1567.9259620711118,0.0007131084128108515,0.37159073267184795,0.0001167362807133517,5.203284025296477e-05,CH4|CH4|CO2|H20|H20|CO2|H20|CO2|CO2|H20|CO2,11,False,"[1568.06366138 1567.95951253 1567.95125915 1567.93738636 1567.93644872
 1567.92449349 1567.91202072 1567.9072417  1567.83597688 1567.7765069
 1567.75876704]","[0.2048 0.0296 0.0214 0.0351 0.0383 0.3222 0.1167 0.0311 0.0226 0.0632
 0.1151]",0.007967653126227773,0.9338880111403749
107,1568.3254085739588,0.0007167675353567621,0.3994465028470131,0.0013320934983674683,0.0006439639525441885,CO2|CO2|CO2|CO2|CO2|H20|CO2|CO2,8,False,"[1568.44186039 1568.41569075 1568.40115542 1568.4001631  1568.35327035
 1568.34891467 1568.28580797 1568.27532803]",[0.1257 0.0228 0.096  0.0638 0.1621 0.0725 0.1763 0.2807],0.01013584188370386,0.9430386353120597
108,1568.8289823112966,0.0007552437281693726,0.3150067598019177,0.0010028198757939947,0.0006885497921731677,CO2|CO2|CO2|CO2|CO2|CO2|CO2|CH4|CO2|CH4|CO2|H20,12,False,"[1568.93573861 1568.91229261 1568.90645915 1568.86403371 1568.84856142
 1568.83527625 1568.82004425 1568.81396143 1568.79061062 1568.77222097
 1568.72635087 1568.71178517]","[0.0577 0.0743 0.0174 0.2304 0.0727 0.0824 0.0449 0.0702 0.1359 0.0903
 0.056  0.0676]",0.030894821213818677,0.9403753816901271
109,1569.1439890710985,0.0007074413914552584,0.2846724881630962,0.0001611877964047014,7.898134970942145e-05,CO2|CO2|CH4|CO2|CH4|CH4|CH4,7,False,"[1569.19847529 1569.17607333 1569.16177826 1569.13635181 1569.08518082
 1569.0422196  1569.03626184]",[0.0332 0.1471 0.3039 0.2993 0.0384 0.1467 0.0315],0.01836915833161216,0.9484366588375106
110,1569.4286615592616,0.0007164688545526856,0.2846724881630962,0.000534350534886209,0.0002343686475685357,CO2|CO2|H20|CO2|CO2|CH4|CH4,7,False,"[1569.61306975 1569.43839691 1569.4375757  1569.42395789 1569.42216156
 1569.42097484 1569.36129663]",[0.5355 0.0145 0.0118 0.2218 0.0424 0.1633 0.0107],0.004027438039298173,0.9459054236870426
111,1570.2529292474082,0.000708289718366194,0.8242676881466195,0.026913005191616508,0.011357771720399845,(4-2)rR2e(0.5)|(4-2)rR2f(0.5),2,True,[1570.2629686  1570.24473512],[0.4511 0.5489],0.0001546083892639487,0.8315006656061293
112,1571.0795306063246,0.0007074413914661198,0.23012907632391943,0.0007596339355186936,0.00038364184620745615,CO2|CH4|H20|CO2|H20|CO2|CH4|H20|CH4,9,False,"[1571.1465833  1571.14024026 1571.09056981 1571.08787983 1571.08051737
 1571.07746089 1571.05602018 1571.03757146 1570.97311715]",[0.0472 0.0691 0.0129 0.1252 0.2651 0.3455 0.0742 0.028  0.0329],0.0445198405070188,0.8886792825165399
113,1571.3096596826485,0.0007110627853996672,0.23012907632391943,0.00038176454012672035,0.0001931538649160068,CO2|CO2|CO2|CH4|CO2|CH4|H20|CH4|CO2|CH4,10,False,"[1571.43628624 1571.42033276 1571.41182388 1571.37599094 1571.37388001
 1571.35231146 1571.32939464 1571.32650928 1571.30866751 1571.27787017]",[0.105  0.0292 0.1177 0.0277 0.0144 0.0437 0.0164 0.0176 0.2815 0.3468],0.045107084471160394,0.8921076448724198
114,1571.6987525150391,0.0007110627853996672,0.38909283239058823,0.0003385200601623978,0.0001779629930602666,H20|CO2|CH4|CO2|CH4|CH4|CH4|CH4,8,False,"[1571.78634409 1571.76551498 1571.73633312 1571.72608121 1571.72252396
 1571.66775905 1571.66346102 1571.65748334]",[0.0283 0.0611 0.3421 0.067  0.0149 0.1879 0.0416 0.2572],0.00945465745185902,0.8899261975555804
115,1572.9274245710458,0.0007191525160975491,0.6836793264033076,0.0009227296532812628,0.0004504449600249789,CH4|CO2|CH4|CO2|CO2|CO2|H20|CO2|CO2|CO2|CO2|CO2|CH4,13,False,"[1573.02575436 1573.02094239 1572.9824039  1572.97241977 1572.95541449
 1572.93709506 1572.91762365 1572.91689553 1572.91644401 1572.90933036
 1572.8524873  1572.83906991 1572.77125299]","[0.1456 0.0391 0.0188 0.0478 0.0799 0.0472 0.0076 0.2246 0.1442 0.0089
 0.0854 0.0203 0.1306]",0.03431702756385549,0.9097412105709428
